Label,PreMoveLocation,PostMoveLocation,MoveYear,HousePurchaseYear,EffectivePurchaseYear,ChildcareMode,SchoolMode,FinalLiquidUSD,FinalNetWorthUSD,MinLiquidUSD,MinNetWorthUSD,EverNegativeLiquid
"China, Jingzhou -> Southern France | move-2031 | buy-2034 | parent | public","China, Jingzhou",Southern France,2031.0,2034.0,2034.0,parent,public,23497256.90579222,24460213.834949296,565646.64,565646.64,False
Spain -> New Orleans area | move-2031 | buy-2034 | parent | public,Spain,New Orleans area,2031.0,2034.0,2034.0,parent,public,24088597.711269796,24456805.72283353,555067.32,555067.32,False
New Orleans area -> Southern France | move-2031 | buy-2034 | daycare | private,New Orleans area,Southern France,2031.0,2034.0,2034.0,daycare,private,23489660.920916606,24452617.85007368,545172.0,545172.0,False
Miami area -> Japan | move-2031 | rent-forever | daycare | private,Miami area,Japan,2031.0,,,daycare,private,24450327.328069713,24450327.328069713,525126.24,525126.24,False
Southern France -> New Orleans area | move-2031 | buy-2034 | parent | public,Southern France,New Orleans area,2031.0,2034.0,2034.0,parent,public,24077032.622174297,24445240.63373803,554511.36,554511.36,False
Spain | no-move | buy-2034 | parent | public,Spain,Spain,,2034.0,2034.0,parent,public,23721389.285725746,24438088.604776032,555067.32,555067.32,False
Midwest (Kansas City) -> New Orleans area | move-2031 | rent-forever | daycare | public,Midwest (Kansas City),New Orleans area,2031.0,,,daycare,public,24436483.286440007,24436483.286440007,549984.0,549984.0,False
"China, Jingzhou -> Southern France | move-2031 | rent-forever | parent | public","China, Jingzhou",Southern France,2031.0,,,parent,public,24430974.514297754,24430974.514297754,565646.64,565646.64,False
Southern France -> Spain | move-2031 | buy-2034 | parent | public,Southern France,Spain,2031.0,2034.0,2034.0,parent,public,23709824.19663025,24426523.515680537,554511.36,554511.36,False
New Orleans area -> Southern France | move-2031 | rent-forever | daycare | private,New Orleans area,Southern France,2031.0,,,daycare,private,24423378.529422145,24423378.529422145,545172.0,545172.0,False
Spain -> Japan | move-2031 | buy-2034 | parent | public,Spain,Japan,2031.0,2034.0,2034.0,parent,public,23634535.73651462,24421824.30514734,555067.32,555067.32,False
Vietnam -> Southern France | move-2031 | buy-2034 | parent | public,Vietnam,Southern France,2031.0,2034.0,2034.0,parent,public,23451243.677366283,24414200.606523357,563434.68,563434.68,False
Miami area -> Vietnam | move-2031 | rent-forever | daycare | private,Miami area,Vietnam,2031.0,,,daycare,private,24410743.107998207,24410743.107998207,525126.24,525126.24,False
Southern France -> Japan | move-2031 | buy-2034 | parent | public,Southern France,Japan,2031.0,2034.0,2034.0,parent,public,23622970.647419125,24410259.216051843,554511.36,554511.36,False
Midwest (Kansas City) -> New Orleans area | move-2031 | buy-2034 | daycare | private,Midwest (Kansas City),New Orleans area,2031.0,2034.0,2034.0,daycare,private,24040984.752840646,24409192.76440438,549984.0,549984.0,False
"Miami area -> China, Jingzhou | move-2031 | buy-2034 | daycare | private",Miami area,"China, Jingzhou",2031.0,2034.0,2034.0,daycare,private,23966082.11613547,24409161.86840044,525126.24,525126.24,False
"China, Jingzhou -> Spain | move-2031 | rent-forever | parent | public","China, Jingzhou",Spain,2031.0,,,parent,public,24399611.14028828,24399611.14028828,565646.64,565646.64,False
Vietnam -> Southern France | move-2031 | rent-forever | parent | public,Vietnam,Southern France,2031.0,,,parent,public,24384961.28587182,24384961.28587182,563434.68,563434.68,False
Miami area -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | public,Miami area,Midwest (Kansas City),2031.0,,,daycare,public,24378784.641938247,24378784.641938247,525126.24,525126.24,False
Japan -> Southern France | move-2031 | buy-2034 | parent | public,Japan,Southern France,2031.0,2034.0,2034.0,parent,public,23404861.005127244,24367817.93428432,561204.96,561204.96,False
Spain -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | public,Spain,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,public,23840688.55766391,24354242.593306776,555067.32,555067.32,False
Vietnam -> Spain | move-2031 | rent-forever | parent | public,Vietnam,Spain,2031.0,,,parent,public,24353597.91186235,24353597.91186235,563434.68,563434.68,False
Midwest (Kansas City) -> New Orleans area | move-2031 | buy-2034 | parent | public,Midwest (Kansas City),New Orleans area,2031.0,2034.0,2034.0,parent,public,23982854.40473526,24351062.416298993,549984.0,549984.0,False
Miami area | no-move | buy-2034 | daycare | public,Miami area,Miami area,,2034.0,2034.0,daycare,public,23329174.66158751,24348148.87390263,525126.24,525126.24,False
Southern France -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | public,Southern France,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,public,23829123.468568422,24342677.504211288,554511.36,554511.36,False
Japan -> Southern France | move-2031 | rent-forever | parent | public,Japan,Southern France,2031.0,,,parent,public,24338578.61363277,24338578.61363277,561204.96,561204.96,False
Miami area -> Vietnam | move-2031 | buy-2034 | daycare | private,Miami area,Vietnam,2031.0,2034.0,2034.0,daycare,private,23850071.202431757,24337211.752583478,525126.24,525126.24,False
Midwest (Kansas City) -> Spain | move-2031 | buy-2034 | parent | public,Midwest (Kansas City),Spain,2031.0,2034.0,2034.0,parent,public,23615645.979191214,24332345.2982415,549984.0,549984.0,False
Midwest (Kansas City) -> Japan | move-2031 | buy-2034 | parent | public,Midwest (Kansas City),Japan,2031.0,2034.0,2034.0,parent,public,23528792.42998009,24316080.99861281,549984.0,549984.0,False
New Orleans area | no-move | rent-forever | daycare | public,New Orleans area,New Orleans area,,,,daycare,public,24314659.71142773,24314659.71142773,545172.0,545172.0,False
Miami area -> Spain | move-2031 | buy-2034 | daycare | private,Miami area,Spain,2031.0,2034.0,2034.0,daycare,private,23596931.649072655,24313630.96812294,525126.24,525126.24,False
"Bay Area -> China, Jingzhou | move-2031 | rent-forever | daycare | private",Bay Area,"China, Jingzhou",2031.0,,,daycare,private,24309128.57082912,24309128.57082912,514448.04000000004,514448.04000000004,False
Japan -> Spain | move-2031 | rent-forever | parent | public,Japan,Spain,2031.0,,,parent,public,24307215.2396233,24307215.2396233,561204.96,561204.96,False
Miami area -> Vietnam | move-2031 | rent-forever | parent | public,Miami area,Vietnam,2031.0,,,parent,public,24289968.496189762,24289968.496189762,525126.24,525126.24,False
"Miami area -> China, Jingzhou | move-2031 | buy-2034 | parent | public",Miami area,"China, Jingzhou",2031.0,2034.0,2034.0,parent,public,23846860.825136807,24289940.577401776,525126.24,525126.24,False
New Orleans area | no-move | buy-2034 | daycare | private,New Orleans area,New Orleans area,,2034.0,2034.0,daycare,private,23919161.17782836,24287369.189392094,545172.0,545172.0,False
New Orleans area | no-move | buy-2034 | parent | public,New Orleans area,New Orleans area,,2034.0,2034.0,parent,public,23882755.101318568,24250963.1128823,545172.0,545172.0,False
Midwest (Kansas City) | no-move | buy-2034 | parent | public,Midwest (Kansas City),Midwest (Kansas City),,2034.0,2034.0,parent,public,23734945.251129378,24248499.286772244,549984.0,549984.0,False
"Bay Area -> China, Jingzhou | move-2031 | rent-forever | parent | public",Bay Area,"China, Jingzhou",2031.0,,,parent,public,24247221.381046996,24247221.381046996,514448.04000000004,514448.04000000004,False
Spain -> Southern France | move-2031 | buy-2034 | parent | public,Spain,Southern France,2031.0,2034.0,2034.0,parent,public,23277185.716552332,24240142.645709407,555067.32,555067.32,False
New Orleans area -> Spain | move-2031 | buy-2034 | parent | public,New Orleans area,Spain,2031.0,2034.0,2034.0,parent,public,23515546.675774515,24232245.9948248,545172.0,545172.0,False
Southern France | no-move | buy-2034 | parent | public,Southern France,Southern France,,2034.0,2034.0,parent,public,23265620.627456833,24228577.556613907,554511.36,554511.36,False
Miami area -> Vietnam | move-2031 | buy-2034 | parent | public,Miami area,Vietnam,2031.0,2034.0,2034.0,parent,public,23729296.590623308,24216437.14077503,525126.24,525126.24,False
New Orleans area -> Japan | move-2031 | buy-2034 | parent | public,New Orleans area,Japan,2031.0,2034.0,2034.0,parent,public,23428693.126563393,24215981.69519611,545172.0,545172.0,False
Spain -> Southern France | move-2031 | rent-forever | parent | public,Spain,Southern France,2031.0,,,parent,public,24210903.32505786,24210903.32505786,555067.32,555067.32,False
Miami area -> Japan | move-2031 | buy-2034 | daycare | private,Miami area,Japan,2031.0,2034.0,2034.0,daycare,private,23417951.91655404,24205240.48518676,525126.24,525126.24,False
Southern France | no-move | rent-forever | parent | public,Southern France,Southern France,,,,parent,public,24199338.23596236,24199338.23596236,554511.36,554511.36,False
Spain | no-move | rent-forever | parent | public,Spain,Spain,,,,parent,public,24179539.951048397,24179539.951048397,555067.32,555067.32,False
Bay Area -> Japan | move-2031 | rent-forever | daycare | private,Bay Area,Japan,2031.0,,,daycare,private,24170885.134221364,24170885.134221364,514448.04000000004,514448.04000000004,False
Southern France -> Spain | move-2031 | rent-forever | parent | public,Southern France,Spain,2031.0,,,parent,public,24167974.861952893,24167974.861952893,554511.36,554511.36,False
New Orleans area -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | public,New Orleans area,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,public,23634845.947712686,24148399.983355552,545172.0,545172.0,False
Midwest (Kansas City) -> Southern France | move-2031 | buy-2034 | parent | public,Midwest (Kansas City),Southern France,2031.0,2034.0,2034.0,parent,public,23171442.4100178,24134399.339174874,549984.0,549984.0,False
Bay Area -> Vietnam | move-2031 | rent-forever | daycare | private,Bay Area,Vietnam,2031.0,,,daycare,private,24131300.914149847,24131300.914149847,514448.04000000004,514448.04000000004,False
"Bay Area -> China, Jingzhou | move-2031 | buy-2034 | daycare | private",Bay Area,"China, Jingzhou",2031.0,2034.0,2034.0,daycare,private,23686639.922287125,24129719.674552094,514448.04000000004,514448.04000000004,False
Midwest (Kansas City) -> Southern France | move-2031 | rent-forever | parent | public,Midwest (Kansas City),Southern France,2031.0,,,parent,public,24105160.018523324,24105160.018523324,549984.0,549984.0,False
Bay Area -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | public,Bay Area,Midwest (Kansas City),2031.0,,,daycare,public,24099342.448089886,24099342.448089886,514448.04000000004,514448.04000000004,False
Midwest (Kansas City) -> Spain | move-2031 | rent-forever | parent | public,Midwest (Kansas City),Spain,2031.0,,,parent,public,24073796.644513864,24073796.644513864,549984.0,549984.0,False
Bay Area -> Miami area | move-2031 | buy-2034 | daycare | public,Bay Area,Miami area,2031.0,2034.0,2034.0,daycare,public,23049732.467739157,24068706.680054277,514448.04000000004,514448.04000000004,False
Bay Area -> Vietnam | move-2031 | rent-forever | parent | public,Bay Area,Vietnam,2031.0,,,parent,public,24067840.403557975,24067840.403557975,514448.04000000004,514448.04000000004,False
"Bay Area -> China, Jingzhou | move-2031 | buy-2034 | parent | public",Bay Area,"China, Jingzhou",2031.0,2034.0,2034.0,parent,public,23624732.732505016,24067812.484769985,514448.04000000004,514448.04000000004,False
Bay Area -> Vietnam | move-2031 | buy-2034 | daycare | private,Bay Area,Vietnam,2031.0,2034.0,2034.0,daycare,private,23570629.00858341,24057769.558735132,514448.04000000004,514448.04000000004,False
Miami area -> Spain | move-2031 | rent-forever | daycare | private,Miami area,Spain,2031.0,,,daycare,private,24055082.3143953,24055082.3143953,525126.24,525126.24,False
Miami area -> Japan | move-2031 | rent-forever | parent | public,Miami area,Japan,2031.0,,,parent,public,24044076.30772615,24044076.30772615,525126.24,525126.24,False
New Orleans area -> Southern France | move-2031 | buy-2034 | parent | public,New Orleans area,Southern France,2031.0,2034.0,2034.0,parent,public,23071343.106601097,24034300.03575817,545172.0,545172.0,False
Bay Area -> Spain | move-2031 | buy-2034 | daycare | private,Bay Area,Spain,2031.0,2034.0,2034.0,daycare,private,23317489.4552243,24034188.774274588,514448.04000000004,514448.04000000004,False
Miami area -> Southern France | move-2031 | buy-2034 | daycare | private,Miami area,Southern France,2031.0,2034.0,2034.0,daycare,private,23057392.018255815,24020348.94741289,525126.24,525126.24,False
New Orleans area -> Southern France | move-2031 | rent-forever | parent | public,New Orleans area,Southern France,2031.0,,,parent,public,24005060.71510664,24005060.71510664,545172.0,545172.0,False
Bay Area -> Vietnam | move-2031 | buy-2034 | parent | public,Bay Area,Vietnam,2031.0,2034.0,2034.0,parent,public,23507168.497991517,23994309.048143238,514448.04000000004,514448.04000000004,False
Miami area -> Southern France | move-2031 | rent-forever | daycare | private,Miami area,Southern France,2031.0,,,daycare,private,23991109.626761355,23991109.626761355,525126.24,525126.24,False
New Orleans area -> Spain | move-2031 | rent-forever | parent | public,New Orleans area,Spain,2031.0,,,parent,public,23973697.34109717,23973697.34109717,545172.0,545172.0,False
"China, Jingzhou -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | private","China, Jingzhou",Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,private,23428774.064236734,23942328.0998796,565646.64,565646.64,False
Bay Area -> Japan | move-2031 | buy-2034 | daycare | private,Bay Area,Japan,2031.0,2034.0,2034.0,daycare,private,23138509.722705677,23925798.291338395,514448.04000000004,514448.04000000004,False
Vietnam -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | private,Vietnam,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,private,23383186.615960393,23896740.65160326,563434.68,563434.68,False
"China, Jingzhou -> Miami area | move-2031 | buy-2034 | parent | public","China, Jingzhou",Miami area,2031.0,2034.0,2034.0,parent,public,22872407.299925946,23891381.512241066,565646.64,565646.64,False
Miami area -> New Orleans area | move-2031 | rent-forever | daycare | public,Miami area,New Orleans area,2031.0,,,daycare,public,23882390.808766954,23882390.808766954,525126.24,525126.24,False
Miami area -> New Orleans area | move-2031 | buy-2034 | daycare | private,Miami area,New Orleans area,2031.0,2034.0,2034.0,daycare,private,23486892.27516758,23855100.286731314,525126.24,525126.24,False
Vietnam -> Miami area | move-2031 | buy-2034 | parent | public,Vietnam,Miami area,2031.0,2034.0,2034.0,parent,public,22826394.071500015,23845368.283815134,563434.68,563434.68,False
Japan -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | private,Japan,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,private,23326544.289331034,23840098.3249739,561204.96,561204.96,False
Miami area -> New Orleans area | move-2031 | buy-2034 | parent | public,Miami area,New Orleans area,2031.0,2034.0,2034.0,parent,public,23465762.87096563,23833970.882529363,525126.24,525126.24,False
Bay Area -> Japan | move-2031 | rent-forever | parent | public,Bay Area,Japan,2031.0,,,parent,public,23821948.215094354,23821948.215094354,514448.04000000004,514448.04000000004,False
Miami area -> Spain | move-2031 | buy-2034 | parent | public,Miami area,Spain,2031.0,2034.0,2034.0,parent,public,23098554.44542158,23815253.764471866,525126.24,525126.24,False
Miami area -> Japan | move-2031 | buy-2034 | parent | public,Miami area,Japan,2031.0,2034.0,2034.0,parent,public,23011700.89621046,23798989.46484318,525126.24,525126.24,False
Japan -> Miami area | move-2031 | buy-2034 | parent | public,Japan,Miami area,2031.0,2034.0,2034.0,parent,public,22780011.399260964,23798985.611576084,561204.96,561204.96,False
Bay Area -> Spain | move-2031 | rent-forever | daycare | private,Bay Area,Spain,2031.0,,,daycare,private,23775640.120546956,23775640.120546956,514448.04000000004,514448.04000000004,False
"China, Jingzhou | no-move | rent-forever | parent | private","China, Jingzhou","China, Jingzhou",,,,parent,private,23757108.413506914,23757108.413506914,565646.64,565646.64,False
"China, Jingzhou -> Midwest (Kansas City) | move-2031 | rent-forever | parent | public","China, Jingzhou",Midwest (Kansas City),2031.0,,,parent,public,23741204.48253086,23741204.48253086,565646.64,565646.64,False
Bay Area -> Southern France | move-2031 | buy-2034 | daycare | private,Bay Area,Southern France,2031.0,2034.0,2034.0,daycare,private,22777949.82440747,23740906.753564544,514448.04000000004,514448.04000000004,False
Miami area -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | public,Miami area,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,public,23217853.717359748,23731407.753002614,525126.24,525126.24,False
Bay Area -> Southern France | move-2031 | rent-forever | daycare | private,Bay Area,Southern France,2031.0,,,daycare,private,23711667.432913013,23711667.432913013,514448.04000000004,514448.04000000004,False
"Vietnam -> China, Jingzhou | move-2031 | rent-forever | parent | private",Vietnam,"China, Jingzhou",2031.0,,,parent,private,23711095.185080983,23711095.185080983,563434.68,563434.68,False
Spain -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | private,Spain,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,private,23197263.71475246,23710817.750395328,555067.32,555067.32,False
Vietnam -> Midwest (Kansas City) | move-2031 | rent-forever | parent | public,Vietnam,Midwest (Kansas City),2031.0,,,parent,public,23695191.254104927,23695191.254104927,563434.68,563434.68,False
Southern France -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | private,Southern France,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,private,23173182.785714235,23686736.8213571,554511.36,554511.36,False
Spain -> Miami area | move-2031 | buy-2034 | parent | public,Spain,Miami area,2031.0,2034.0,2034.0,parent,public,22652336.110686056,23671310.323001176,555067.32,555067.32,False
"China, Jingzhou -> Japan | move-2031 | rent-forever | parent | private","China, Jingzhou",Japan,2031.0,,,parent,private,23666920.245942727,23666920.245942727,565646.64,565646.64,False
"Japan -> China, Jingzhou | move-2031 | rent-forever | parent | private",Japan,"China, Jingzhou",2031.0,,,parent,private,23664712.512841944,23664712.512841944,561204.96,561204.96,False
Southern France -> Miami area | move-2031 | buy-2034 | parent | public,Southern France,Miami area,2031.0,2034.0,2034.0,parent,public,22640771.021590568,23659745.233905688,554511.36,554511.36,False
Japan -> Midwest (Kansas City) | move-2031 | rent-forever | parent | public,Japan,Midwest (Kansas City),2031.0,,,parent,public,23648808.58186588,23648808.58186588,561204.96,561204.96,False
Vietnam -> Japan | move-2031 | rent-forever | parent | private,Vietnam,Japan,2031.0,,,parent,private,23620907.017516773,23620907.017516773,563434.68,563434.68,False
Miami area -> Southern France | move-2031 | buy-2034 | parent | public,Miami area,Southern France,2031.0,2034.0,2034.0,parent,public,22654350.876248173,23617307.805405248,525126.24,525126.24,False
Bay Area -> New Orleans area | move-2031 | buy-2034 | parent | public,Bay Area,New Orleans area,2031.0,2034.0,2034.0,parent,public,23243634.778333854,23611842.789897587,514448.04000000004,514448.04000000004,False
Bay Area -> New Orleans area | move-2031 | rent-forever | daycare | public,Bay Area,New Orleans area,2031.0,,,daycare,public,23602948.614918593,23602948.614918593,514448.04000000004,514448.04000000004,False
Bay Area -> Spain | move-2031 | buy-2034 | parent | public,Bay Area,Spain,2031.0,2034.0,2034.0,parent,public,22876426.352789804,23593125.67184009,514448.04000000004,514448.04000000004,False
Miami area -> Southern France | move-2031 | rent-forever | parent | public,Miami area,Southern France,2031.0,,,parent,public,23588068.484753698,23588068.484753698,525126.24,525126.24,False
"China, Jingzhou | no-move | buy-2034 | parent | private","China, Jingzhou","China, Jingzhou",,2034.0,2034.0,parent,private,23134619.76496493,23577699.5172299,565646.64,565646.64,False
"China, Jingzhou -> Vietnam | move-2031 | rent-forever | parent | private","China, Jingzhou",Vietnam,2031.0,,,parent,private,23577200.09368904,23577200.09368904,565646.64,565646.64,False
Bay Area -> Japan | move-2031 | buy-2034 | parent | public,Bay Area,Japan,2031.0,2034.0,2034.0,parent,public,22789572.803578675,23576861.372211393,514448.04000000004,514448.04000000004,False
Midwest (Kansas City) | no-move | buy-2034 | daycare | private,Midwest (Kansas City),Midwest (Kansas City),,2034.0,2034.0,daycare,private,23063284.146198295,23576838.18184116,549984.0,549984.0,False
Bay Area -> New Orleans area | move-2031 | buy-2034 | daycare | private,Bay Area,New Orleans area,2031.0,2034.0,2034.0,daycare,private,23207450.08131922,23575658.092882954,514448.04000000004,514448.04000000004,False
Japan | no-move | rent-forever | parent | private,Japan,Japan,,,,parent,private,23574524.345277734,23574524.345277734,561204.96,561204.96,False
Midwest (Kansas City) -> Miami area | move-2031 | buy-2034 | parent | public,Midwest (Kansas City),Miami area,2031.0,2034.0,2034.0,parent,public,22546592.804151528,23565567.016466647,549984.0,549984.0,False
Miami area -> Spain | move-2031 | rent-forever | parent | public,Miami area,Spain,2031.0,,,parent,public,23556705.11074423,23556705.11074423,525126.24,525126.24,False
"China, Jingzhou -> Spain | move-2031 | buy-2034 | parent | private","China, Jingzhou",Spain,2031.0,2034.0,2034.0,parent,private,22821369.130431984,23538068.44948227,565646.64,565646.64,False
"Spain -> China, Jingzhou | move-2031 | rent-forever | parent | private",Spain,"China, Jingzhou",2031.0,,,parent,private,23537037.224267036,23537037.224267036,555067.32,555067.32,False
"Vietnam -> China, Jingzhou | move-2031 | buy-2034 | parent | private",Vietnam,"China, Jingzhou",2031.0,2034.0,2034.0,parent,private,23088606.536539,23531686.28880397,563434.68,563434.68,False
Vietnam | no-move | rent-forever | parent | private,Vietnam,Vietnam,,,,parent,private,23531186.865263104,23531186.865263104,563434.68,563434.68,False
"Southern France -> China, Jingzhou | move-2031 | rent-forever | parent | private",Southern France,"China, Jingzhou",2031.0,,,parent,private,23525472.135171525,23525472.135171525,554511.36,554511.36,False
Spain -> Midwest (Kansas City) | move-2031 | rent-forever | parent | public,Spain,Midwest (Kansas City),2031.0,,,parent,public,23521133.293290965,23521133.293290965,555067.32,555067.32,False
Southern France -> Midwest (Kansas City) | move-2031 | rent-forever | parent | public,Southern France,Midwest (Kansas City),2031.0,,,parent,public,23509568.204195466,23509568.204195466,554511.36,554511.36,False
Bay Area -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | public,Bay Area,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,public,22995725.624727968,23509279.660370834,514448.04000000004,514448.04000000004,False
"China, Jingzhou -> Vietnam | move-2031 | buy-2034 | parent | private","China, Jingzhou",Vietnam,2031.0,2034.0,2034.0,parent,private,23016528.188122585,23503668.738274306,565646.64,565646.64,False
Vietnam -> Spain | move-2031 | buy-2034 | parent | private,Vietnam,Spain,2031.0,2034.0,2034.0,parent,private,22775355.902006045,23492055.22105633,563434.68,563434.68,False
"Japan -> China, Jingzhou | move-2031 | buy-2034 | parent | private",Japan,"China, Jingzhou",2031.0,2034.0,2034.0,parent,private,23042223.86429996,23485303.61656493,561204.96,561204.96,False
Japan -> Vietnam | move-2031 | rent-forever | parent | private,Japan,Vietnam,2031.0,,,parent,private,23484804.19302406,23484804.19302406,561204.96,561204.96,False
New Orleans area -> Miami area | move-2031 | buy-2034 | parent | public,New Orleans area,Miami area,2031.0,2034.0,2034.0,parent,public,22446493.50073483,23465467.71304995,545172.0,545172.0,False
Vietnam | no-move | buy-2034 | parent | private,Vietnam,Vietnam,,2034.0,2034.0,parent,private,22970514.959696658,23457655.50984838,563434.68,563434.68,False
New Orleans area -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | private,New Orleans area,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,private,22941460.571186025,23455014.60682889,545172.0,545172.0,False
"China, Jingzhou -> New Orleans area | move-2031 | rent-forever | daycare | private","China, Jingzhou",New Orleans area,2031.0,,,daycare,private,23448776.58516792,23448776.58516792,565646.64,565646.64,False
Spain -> Japan | move-2031 | rent-forever | parent | private,Spain,Japan,2031.0,,,parent,private,23446849.056702826,23446849.056702826,555067.32,555067.32,False
Japan -> Spain | move-2031 | buy-2034 | parent | private,Japan,Spain,2031.0,2034.0,2034.0,parent,private,22728973.229767,23445672.548817284,561204.96,561204.96,False
Southern France -> Japan | move-2031 | rent-forever | parent | private,Southern France,Japan,2031.0,,,parent,private,23435283.967607323,23435283.967607323,554511.36,554511.36,False
"Midwest (Kansas City) -> China, Jingzhou | move-2031 | rent-forever | parent | private",Midwest (Kansas City),"China, Jingzhou",2031.0,,,parent,private,23431293.917732503,23431293.917732503,549984.0,549984.0,False
"China, Jingzhou -> Japan | move-2031 | buy-2034 | parent | private","China, Jingzhou",Japan,2031.0,2034.0,2034.0,parent,private,22634544.83442704,23421833.40305976,565646.64,565646.64,False
Midwest (Kansas City) | no-move | rent-forever | parent | public,Midwest (Kansas City),Midwest (Kansas City),,,,parent,public,23415389.986756437,23415389.986756437,549984.0,549984.0,False
Japan -> Vietnam | move-2031 | buy-2034 | parent | private,Japan,Vietnam,2031.0,2034.0,2034.0,parent,private,22924132.287457608,23411272.83760933,561204.96,561204.96,False
Vietnam -> New Orleans area | move-2031 | rent-forever | daycare | private,Vietnam,New Orleans area,2031.0,,,daycare,private,23403189.136891585,23403189.136891585,563434.68,563434.68,False
Bay Area -> Southern France | move-2031 | buy-2034 | parent | public,Bay Area,Southern France,2031.0,2034.0,2034.0,parent,public,22432222.78361638,23395179.712773453,514448.04000000004,514448.04000000004,False
Vietnam -> Japan | move-2031 | buy-2034 | parent | private,Vietnam,Japan,2031.0,2034.0,2034.0,parent,private,22588531.6060011,23375820.17463382,563434.68,563434.68,False
Bay Area -> Southern France | move-2031 | rent-forever | parent | public,Bay Area,Southern France,2031.0,,,parent,public,23365940.392121915,23365940.392121915,514448.04000000004,514448.04000000004,False
"Spain -> China, Jingzhou | move-2031 | buy-2034 | parent | private",Spain,"China, Jingzhou",2031.0,2034.0,2034.0,parent,private,22914548.57572505,23357628.327990018,555067.32,555067.32,False
Spain -> Vietnam | move-2031 | rent-forever | parent | private,Spain,Vietnam,2031.0,,,parent,private,23357128.904449146,23357128.904449146,555067.32,555067.32,False
"China, Jingzhou -> New Orleans area | move-2031 | rent-forever | parent | public","China, Jingzhou",New Orleans area,2031.0,,,parent,public,23350970.814798526,23350970.814798526,565646.64,565646.64,False
Japan -> New Orleans area | move-2031 | rent-forever | daycare | private,Japan,New Orleans area,2031.0,,,daycare,private,23346546.81026222,23346546.81026222,561204.96,561204.96,False
"Southern France -> China, Jingzhou | move-2031 | buy-2034 | parent | private",Southern France,"China, Jingzhou",2031.0,2034.0,2034.0,parent,private,22902983.486629546,23346063.238894515,554511.36,554511.36,False
Southern France -> Vietnam | move-2031 | rent-forever | parent | private,Southern France,Vietnam,2031.0,,,parent,private,23345563.815353643,23345563.815353643,554511.36,554511.36,False
Midwest (Kansas City) -> Japan | move-2031 | rent-forever | parent | private,Midwest (Kansas City),Japan,2031.0,,,parent,private,23341105.750168297,23341105.750168297,549984.0,549984.0,False
Bay Area -> Spain | move-2031 | rent-forever | parent | public,Bay Area,Spain,2031.0,,,parent,public,23334577.018112443,23334577.018112443,514448.04000000004,514448.04000000004,False
"New Orleans area -> China, Jingzhou | move-2031 | rent-forever | parent | private",New Orleans area,"China, Jingzhou",2031.0,,,parent,private,23331194.614315808,23331194.614315808,545172.0,545172.0,False
Japan | no-move | buy-2034 | parent | private,Japan,Japan,,2034.0,2034.0,parent,private,22542148.933762055,23329437.502394773,561204.96,561204.96,False
"China, Jingzhou -> New Orleans area | move-2031 | buy-2034 | parent | private","China, Jingzhou",New Orleans area,2031.0,2034.0,2034.0,parent,private,22955472.281199154,23323680.292762887,565646.64,565646.64,False
Spain | no-move | buy-2034 | parent | private,Spain,Spain,,2034.0,2034.0,parent,private,22601297.94119209,23317997.260242376,555067.32,555067.32,False
New Orleans area -> Midwest (Kansas City) | move-2031 | rent-forever | parent | public,New Orleans area,Midwest (Kansas City),2031.0,,,parent,public,23315290.683339737,23315290.683339737,545172.0,545172.0,False
Southern France -> Spain | move-2031 | buy-2034 | parent | private,Southern France,Spain,2031.0,2034.0,2034.0,parent,private,22589732.85209659,23306432.171146877,554511.36,554511.36,False
"China, Jingzhou -> Southern France | move-2031 | buy-2034 | parent | private","China, Jingzhou",Southern France,2031.0,2034.0,2034.0,parent,private,22342990.75112511,23305947.680282183,565646.64,565646.64,False
Vietnam -> New Orleans area | move-2031 | rent-forever | parent | public,Vietnam,New Orleans area,2031.0,,,parent,public,23304957.58637259,23304957.58637259,563434.68,563434.68,False
Spain -> Vietnam | move-2031 | buy-2034 | parent | private,Spain,Vietnam,2031.0,2034.0,2034.0,parent,private,22796456.998882703,23283597.549034424,555067.32,555067.32,False
