Label,PreMoveLocation,PostMoveLocation,MoveYear,HousePurchaseYear,EffectivePurchaseYear,ChildcareMode,SchoolMode,FinalLiquidUSD,FinalNetWorthUSD,MinLiquidUSD,MinNetWorthUSD,EverNegativeLiquid
Japan -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | homeschool,Japan,Midwest (Kansas City),2031.0,,,daycare,homeschool,20049960.96078493,20049960.96078493,561204.96,561204.96,False
Miami area -> Spain | move-2031 | rent-forever | daycare | homeschool,Miami area,Spain,2031.0,,,daycare,homeschool,20028997.35696985,20028997.35696985,525126.24,525126.24,False
Miami area -> Southern France | move-2031 | buy-2034 | daycare | homeschool,Miami area,Southern France,2031.0,2034.0,2034.0,daycare,homeschool,19065481.870963804,20028438.80012088,525126.24,525126.24,False
Japan -> Miami area | move-2031 | buy-2034 | daycare | homeschool,Japan,Miami area,2031.0,2034.0,2034.0,daycare,homeschool,19000350.98043419,20019325.19274931,561204.96,561204.96,False
Miami area -> Bay Area | move-2031 | rent-forever | parent | public,Miami area,Bay Area,2031.0,,,parent,public,20016476.340104524,20016476.340104524,525126.24,525126.24,False
Japan -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | homeschool,Japan,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,homeschool,19495677.304201826,20009231.339844692,561204.96,561204.96,False
Bay Area -> Spain | move-2031 | buy-2034 | daycare | homeschool,Bay Area,Spain,2031.0,2034.0,2034.0,daycare,homeschool,19291404.497798838,20008103.816849124,514448.04000000004,514448.04000000004,False
Bay Area -> Japan | move-2031 | buy-2034 | daycare | homeschool,Bay Area,Japan,2031.0,2034.0,2034.0,daycare,homeschool,19212395.51207405,19999684.080706768,514448.04000000004,514448.04000000004,False
Miami area -> Southern France | move-2031 | rent-forever | daycare | homeschool,Miami area,Southern France,2031.0,,,daycare,homeschool,19999199.47946934,19999199.47946934,525126.24,525126.24,False
"Miami area -> China, Jingzhou | move-2031 | rent-forever | parent | homeschool",Miami area,"China, Jingzhou",2031.0,,,parent,homeschool,19996662.9316418,19996662.9316418,525126.24,525126.24,False
New Orleans area -> Japan | move-2031 | rent-forever | parent | homeschool,New Orleans area,Japan,2031.0,,,parent,homeschool,19988381.996042084,19988381.996042084,545172.0,545172.0,False
"China, Jingzhou -> Southern France | move-2031 | buy-2034 | parent | homeschool","China, Jingzhou",Southern France,2031.0,2034.0,2034.0,parent,homeschool,19024570.36375521,19987527.292912286,565646.64,565646.64,False
Spain -> New Orleans area | move-2031 | buy-2034 | parent | homeschool,Spain,New Orleans area,2031.0,2034.0,2034.0,parent,homeschool,19615911.169232808,19984119.18079654,555067.32,555067.32,False
Southern France -> New Orleans area | move-2031 | buy-2034 | parent | homeschool,Southern France,New Orleans area,2031.0,2034.0,2034.0,parent,homeschool,19604346.080137312,19972554.091701046,554511.36,554511.36,False
Spain | no-move | buy-2034 | parent | homeschool,Spain,Spain,,2034.0,2034.0,parent,homeschool,19248702.743688744,19965402.06273903,555067.32,555067.32,False
"China, Jingzhou -> Southern France | move-2031 | rent-forever | parent | homeschool","China, Jingzhou",Southern France,2031.0,,,parent,homeschool,19958287.972260755,19958287.972260755,565646.64,565646.64,False
Southern France -> Spain | move-2031 | buy-2034 | parent | homeschool,Southern France,Spain,2031.0,2034.0,2034.0,parent,homeschool,19237137.65459324,19953836.973643526,554511.36,554511.36,False
Spain -> Japan | move-2031 | buy-2034 | parent | homeschool,Spain,Japan,2031.0,2034.0,2034.0,parent,homeschool,19161849.194477633,19949137.76311035,555067.32,555067.32,False
Vietnam -> Southern France | move-2031 | buy-2034 | parent | homeschool,Vietnam,Southern France,2031.0,2034.0,2034.0,parent,homeschool,18978557.13532928,19941514.064486355,563434.68,563434.68,False
Southern France -> Japan | move-2031 | buy-2034 | parent | homeschool,Southern France,Japan,2031.0,2034.0,2034.0,parent,homeschool,19150284.105382133,19937572.67401485,554511.36,554511.36,False
"China, Jingzhou -> Miami area | move-2031 | buy-2034 | parent | private","China, Jingzhou",Miami area,2031.0,2034.0,2034.0,parent,private,18916193.301374186,19935167.513689306,565646.64,565646.64,False
"China, Jingzhou -> Spain | move-2031 | rent-forever | parent | homeschool","China, Jingzhou",Spain,2031.0,,,parent,homeschool,19926924.59825129,19926924.59825129,565646.64,565646.64,False
Spain -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | homeschool,Spain,Midwest (Kansas City),2031.0,,,daycare,homeschool,19920680.386206366,19920680.386206366,555067.32,555067.32,False
Vietnam -> Southern France | move-2031 | rent-forever | parent | homeschool,Vietnam,Southern France,2031.0,,,parent,homeschool,19912274.743834823,19912274.743834823,563434.68,563434.68,False
Southern France -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | homeschool,Southern France,Midwest (Kansas City),2031.0,,,daycare,homeschool,19896599.457168136,19896599.457168136,554511.36,554511.36,False
Japan -> Southern France | move-2031 | buy-2034 | parent | homeschool,Japan,Southern France,2031.0,2034.0,2034.0,parent,homeschool,18932174.463090234,19895131.392247308,561204.96,561204.96,False
Spain -> Miami area | move-2031 | buy-2034 | daycare | homeschool,Spain,Miami area,2031.0,2034.0,2034.0,daycare,homeschool,18871070.405855622,19890044.618170742,555067.32,555067.32,False
Vietnam -> Miami area | move-2031 | buy-2034 | parent | private,Vietnam,Miami area,2031.0,2034.0,2034.0,parent,private,18870180.07294825,19889154.28526337,563434.68,563434.68,False
Spain -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | homeschool,Spain,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,homeschool,19368002.015626915,19881556.05126978,555067.32,555067.32,False
Vietnam -> Spain | move-2031 | rent-forever | parent | homeschool,Vietnam,Spain,2031.0,,,parent,homeschool,19880911.369825352,19880911.369825352,563434.68,563434.68,False
Midwest (Kansas City) -> New Orleans area | move-2031 | buy-2034 | parent | homeschool,Midwest (Kansas City),New Orleans area,2031.0,2034.0,2034.0,parent,homeschool,19510167.86269828,19878375.874262013,549984.0,549984.0,False
Southern France -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | homeschool,Southern France,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,homeschool,19356436.926531415,19869990.96217428,554511.36,554511.36,False
Southern France -> Miami area | move-2031 | buy-2034 | daycare | homeschool,Southern France,Miami area,2031.0,2034.0,2034.0,daycare,homeschool,18846989.476817396,19865963.689132515,554511.36,554511.36,False
Japan -> Southern France | move-2031 | rent-forever | parent | homeschool,Japan,Southern France,2031.0,,,parent,homeschool,19865892.071595773,19865892.071595773,561204.96,561204.96,False
Midwest (Kansas City) -> Spain | move-2031 | buy-2034 | parent | homeschool,Midwest (Kansas City),Spain,2031.0,2034.0,2034.0,parent,homeschool,19142959.43715421,19859658.756204497,549984.0,549984.0,False
Midwest (Kansas City) -> Japan | move-2031 | buy-2034 | parent | homeschool,Midwest (Kansas City),Japan,2031.0,2034.0,2034.0,parent,homeschool,19056105.887943104,19843394.456575822,549984.0,549984.0,False
Japan -> Miami area | move-2031 | buy-2034 | parent | private,Japan,Miami area,2031.0,2034.0,2034.0,parent,private,18823797.400709208,19842771.613024328,561204.96,561204.96,False
Japan -> Spain | move-2031 | rent-forever | parent | homeschool,Japan,Spain,2031.0,,,parent,homeschool,19834528.697586313,19834528.697586313,561204.96,561204.96,False
Miami area -> Vietnam | move-2031 | rent-forever | parent | homeschool,Miami area,Vietnam,2031.0,,,parent,homeschool,19817281.95415277,19817281.95415277,525126.24,525126.24,False
"Miami area -> China, Jingzhou | move-2031 | buy-2034 | parent | homeschool",Miami area,"China, Jingzhou",2031.0,2034.0,2034.0,parent,homeschool,19374174.283099815,19817254.035364784,525126.24,525126.24,False
Bay Area | no-move | rent-forever | parent | public,Bay Area,Bay Area,,,,parent,public,19794348.247472737,19794348.247472737,514448.04000000004,514448.04000000004,False
Midwest (Kansas City) | no-move | rent-forever | daycare | homeschool,Midwest (Kansas City),Midwest (Kansas City),,,,daycare,homeschool,19786700.8176522,19786700.8176522,549984.0,549984.0,False
Bay Area -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | homeschool,Bay Area,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,homeschool,19272721.410503726,19786275.446146592,514448.04000000004,514448.04000000004,False
Bay Area -> New Orleans area | move-2031 | buy-2034 | daycare | homeschool,Bay Area,New Orleans area,2031.0,2034.0,2034.0,daycare,homeschool,19414470.398670647,19782678.41023438,514448.04000000004,514448.04000000004,False
New Orleans area | no-move | buy-2034 | parent | homeschool,New Orleans area,New Orleans area,,2034.0,2034.0,parent,homeschool,19410068.559281576,19778276.57084531,545172.0,545172.0,False
Midwest (Kansas City) | no-move | buy-2034 | parent | homeschool,Midwest (Kansas City),Midwest (Kansas City),,2034.0,2034.0,parent,homeschool,19262258.70909238,19775812.744735245,549984.0,549984.0,False
"Bay Area -> China, Jingzhou | move-2031 | rent-forever | parent | homeschool",Bay Area,"China, Jingzhou",2031.0,,,parent,homeschool,19774534.839010008,19774534.839010008,514448.04000000004,514448.04000000004,False
Spain -> Southern France | move-2031 | buy-2034 | parent | homeschool,Spain,Southern France,2031.0,2034.0,2034.0,parent,homeschool,18804499.174515326,19767456.1036724,555067.32,555067.32,False
New Orleans area -> Spain | move-2031 | buy-2034 | parent | homeschool,New Orleans area,Spain,2031.0,2034.0,2034.0,parent,homeschool,19042860.133737512,19759559.452787798,545172.0,545172.0,False
Midwest (Kansas City) -> Miami area | move-2031 | buy-2034 | daycare | homeschool,Midwest (Kansas City),Miami area,2031.0,2034.0,2034.0,daycare,homeschool,18737090.83730146,19756065.04961658,549984.0,549984.0,False
Southern France | no-move | buy-2034 | parent | homeschool,Southern France,Southern France,,2034.0,2034.0,parent,homeschool,18792934.085419826,19755891.0145769,554511.36,554511.36,False
Bay Area -> Spain | move-2031 | rent-forever | daycare | homeschool,Bay Area,Spain,2031.0,,,daycare,homeschool,19749555.163121495,19749555.163121495,514448.04000000004,514448.04000000004,False
Bay Area -> Southern France | move-2031 | buy-2034 | daycare | homeschool,Bay Area,Southern France,2031.0,2034.0,2034.0,daycare,homeschool,18786039.67711546,19748996.606272534,514448.04000000004,514448.04000000004,False
Miami area -> Vietnam | move-2031 | buy-2034 | parent | homeschool,Miami area,Vietnam,2031.0,2034.0,2034.0,parent,homeschool,19256610.04858632,19743750.59873804,525126.24,525126.24,False
New Orleans area -> Japan | move-2031 | buy-2034 | parent | homeschool,New Orleans area,Japan,2031.0,2034.0,2034.0,parent,homeschool,18956006.58452641,19743295.153159127,545172.0,545172.0,False
Spain -> Southern France | move-2031 | rent-forever | parent | homeschool,Spain,Southern France,2031.0,,,parent,homeschool,19738216.78302086,19738216.78302086,555067.32,555067.32,False
Southern France | no-move | rent-forever | parent | homeschool,Southern France,Southern France,,,,parent,homeschool,19726651.693925366,19726651.693925366,554511.36,554511.36,False
Bay Area -> Southern France | move-2031 | rent-forever | daycare | homeschool,Bay Area,Southern France,2031.0,,,daycare,homeschool,19719757.285620995,19719757.285620995,514448.04000000004,514448.04000000004,False
Spain -> Miami area | move-2031 | buy-2034 | parent | private,Spain,Miami area,2031.0,2034.0,2034.0,parent,private,18696122.112134296,19715096.324449416,555067.32,555067.32,False
Spain | no-move | rent-forever | parent | homeschool,Spain,Spain,,,,parent,homeschool,19706853.409011394,19706853.409011394,555067.32,555067.32,False
Southern France -> Miami area | move-2031 | buy-2034 | parent | private,Southern France,Miami area,2031.0,2034.0,2034.0,parent,private,18684557.023038805,19703531.235353924,554511.36,554511.36,False
Southern France -> Spain | move-2031 | rent-forever | parent | homeschool,Southern France,Spain,2031.0,,,parent,homeschool,19695288.3199159,19695288.3199159,554511.36,554511.36,False
New Orleans area -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | homeschool,New Orleans area,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,homeschool,19162159.40567569,19675713.441318557,545172.0,545172.0,False
New Orleans area -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | homeschool,New Orleans area,Midwest (Kansas City),2031.0,,,daycare,homeschool,19664877.242639925,19664877.242639925,545172.0,545172.0,False
Midwest (Kansas City) -> Southern France | move-2031 | buy-2034 | parent | homeschool,Midwest (Kansas City),Southern France,2031.0,2034.0,2034.0,parent,homeschool,18698755.86798079,19661712.797137864,549984.0,549984.0,False
"China, Jingzhou -> New Orleans area | move-2031 | rent-forever | daycare | homeschool","China, Jingzhou",New Orleans area,2031.0,,,daycare,homeschool,19655796.90251933,19655796.90251933,565646.64,565646.64,False
New Orleans area -> Miami area | move-2031 | buy-2034 | daycare | homeschool,New Orleans area,Miami area,2031.0,2034.0,2034.0,daycare,homeschool,18615267.26228919,19634241.47460431,545172.0,545172.0,False
Midwest (Kansas City) -> Southern France | move-2031 | rent-forever | parent | homeschool,Midwest (Kansas City),Southern France,2031.0,,,parent,homeschool,19632473.476486333,19632473.476486333,549984.0,549984.0,False
Vietnam -> New Orleans area | move-2031 | rent-forever | daycare | homeschool,Vietnam,New Orleans area,2031.0,,,daycare,homeschool,19610209.454242997,19610209.454242997,563434.68,563434.68,False
Midwest (Kansas City) -> Miami area | move-2031 | buy-2034 | parent | private,Midwest (Kansas City),Miami area,2031.0,2034.0,2034.0,parent,private,18590378.80559977,19609353.01791489,549984.0,549984.0,False
Midwest (Kansas City) -> Spain | move-2031 | rent-forever | parent | homeschool,Midwest (Kansas City),Spain,2031.0,,,parent,homeschool,19601110.102476876,19601110.102476876,549984.0,549984.0,False
Bay Area -> Vietnam | move-2031 | rent-forever | parent | homeschool,Bay Area,Vietnam,2031.0,,,parent,homeschool,19595153.86152098,19595153.86152098,514448.04000000004,514448.04000000004,False
"Bay Area -> China, Jingzhou | move-2031 | buy-2034 | parent | homeschool",Bay Area,"China, Jingzhou",2031.0,2034.0,2034.0,parent,homeschool,19152046.19046803,19595125.942732997,514448.04000000004,514448.04000000004,False
Miami area -> Japan | move-2031 | rent-forever | parent | homeschool,Miami area,Japan,2031.0,,,parent,homeschool,19571389.765689153,19571389.765689153,525126.24,525126.24,False
New Orleans area -> Southern France | move-2031 | buy-2034 | parent | homeschool,New Orleans area,Southern France,2031.0,2034.0,2034.0,parent,homeschool,18598656.564564094,19561613.49372117,545172.0,545172.0,False
Japan -> New Orleans area | move-2031 | rent-forever | daycare | homeschool,Japan,New Orleans area,2031.0,,,daycare,homeschool,19553567.127613638,19553567.127613638,561204.96,561204.96,False
New Orleans area -> Southern France | move-2031 | rent-forever | parent | homeschool,New Orleans area,Southern France,2031.0,,,parent,homeschool,19532374.17306963,19532374.17306963,545172.0,545172.0,False
Bay Area -> Vietnam | move-2031 | buy-2034 | parent | homeschool,Bay Area,Vietnam,2031.0,2034.0,2034.0,parent,homeschool,19034481.95595453,19521622.50610625,514448.04000000004,514448.04000000004,False
New Orleans area -> Miami area | move-2031 | buy-2034 | parent | private,New Orleans area,Miami area,2031.0,2034.0,2034.0,parent,private,18490279.50218307,19509253.71449819,545172.0,545172.0,False
New Orleans area -> Spain | move-2031 | rent-forever | parent | homeschool,New Orleans area,Spain,2031.0,,,parent,homeschool,19501010.799060173,19501010.799060173,545172.0,545172.0,False
Spain -> New Orleans area | move-2031 | rent-forever | daycare | homeschool,Spain,New Orleans area,2031.0,,,daycare,homeschool,19424286.553035058,19424286.553035058,555067.32,555067.32,False
"China, Jingzhou -> Miami area | move-2031 | buy-2034 | parent | homeschool","China, Jingzhou",Miami area,2031.0,2034.0,2034.0,parent,homeschool,18399720.75788895,19418694.97020407,565646.64,565646.64,False
Southern France -> New Orleans area | move-2031 | rent-forever | daycare | homeschool,Southern France,New Orleans area,2031.0,,,daycare,homeschool,19400205.623996824,19400205.623996824,554511.36,554511.36,False
Vietnam -> Miami area | move-2031 | buy-2034 | parent | homeschool,Vietnam,Miami area,2031.0,2034.0,2034.0,parent,homeschool,18353707.529463015,19372681.741778135,563434.68,563434.68,False
Miami area -> New Orleans area | move-2031 | buy-2034 | parent | homeschool,Miami area,New Orleans area,2031.0,2034.0,2034.0,parent,homeschool,18993076.328928646,19361284.34049238,525126.24,525126.24,False
Bay Area -> Japan | move-2031 | rent-forever | parent | homeschool,Bay Area,Japan,2031.0,,,parent,homeschool,19349261.673057366,19349261.673057366,514448.04000000004,514448.04000000004,False
Miami area -> Spain | move-2031 | buy-2034 | parent | homeschool,Miami area,Spain,2031.0,2034.0,2034.0,parent,homeschool,18625867.90338458,19342567.222434867,525126.24,525126.24,False
Miami area -> Japan | move-2031 | buy-2034 | parent | homeschool,Miami area,Japan,2031.0,2034.0,2034.0,parent,homeschool,18539014.354173474,19326302.922806192,525126.24,525126.24,False
Japan -> Miami area | move-2031 | buy-2034 | parent | homeschool,Japan,Miami area,2031.0,2034.0,2034.0,parent,homeschool,18307324.857223965,19326299.069539085,561204.96,561204.96,False
"China, Jingzhou -> Miami area | move-2031 | rent-forever | daycare | private","China, Jingzhou",Miami area,2031.0,,,daycare,private,19299743.362840116,19299743.362840116,565646.64,565646.64,False
Midwest (Kansas City) -> New Orleans area | move-2031 | rent-forever | daycare | homeschool,Midwest (Kansas City),New Orleans area,2031.0,,,daycare,homeschool,19290306.984480895,19290306.984480895,549984.0,549984.0,False
"China, Jingzhou -> Midwest (Kansas City) | move-2031 | rent-forever | parent | homeschool","China, Jingzhou",Midwest (Kansas City),2031.0,,,parent,homeschool,19268517.940493867,19268517.940493867,565646.64,565646.64,False
Miami area -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | homeschool,Miami area,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,homeschool,18745167.175322752,19258721.21096562,525126.24,525126.24,False
Vietnam -> Miami area | move-2031 | rent-forever | daycare | private,Vietnam,Miami area,2031.0,,,daycare,private,19254155.91456378,19254155.91456378,563434.68,563434.68,False
Miami area -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | homeschool,Miami area,Midwest (Kansas City),2031.0,,,daycare,homeschool,19232608.33997914,19232608.33997914,525126.24,525126.24,False
Vietnam -> Midwest (Kansas City) | move-2031 | rent-forever | parent | homeschool,Vietnam,Midwest (Kansas City),2031.0,,,parent,homeschool,19222504.712067932,19222504.712067932,563434.68,563434.68,False
Miami area | no-move | buy-2034 | daycare | homeschool,Miami area,Miami area,,2034.0,2034.0,daycare,homeschool,18182998.359628394,19201972.571943514,525126.24,525126.24,False
Spain -> Miami area | move-2031 | buy-2034 | parent | homeschool,Spain,Miami area,2031.0,2034.0,2034.0,parent,homeschool,18179649.56864906,19198623.78096418,555067.32,555067.32,False
Japan -> Miami area | move-2031 | rent-forever | daycare | private,Japan,Miami area,2031.0,,,daycare,private,19197513.58793442,19197513.58793442,561204.96,561204.96,False
Southern France -> Miami area | move-2031 | buy-2034 | parent | homeschool,Southern France,Miami area,2031.0,2034.0,2034.0,parent,homeschool,18168084.47955356,19187058.69186868,554511.36,554511.36,False
Japan -> Midwest (Kansas City) | move-2031 | rent-forever | parent | homeschool,Japan,Midwest (Kansas City),2031.0,,,parent,homeschool,19176122.039828885,19176122.039828885,561204.96,561204.96,False
New Orleans area | no-move | rent-forever | daycare | homeschool,New Orleans area,New Orleans area,,,,daycare,homeschool,19168483.40946862,19168483.40946862,545172.0,545172.0,False
Miami area -> Southern France | move-2031 | buy-2034 | parent | homeschool,Miami area,Southern France,2031.0,2034.0,2034.0,parent,homeschool,18181664.334211167,19144621.26336824,525126.24,525126.24,False
Bay Area -> New Orleans area | move-2031 | buy-2034 | parent | homeschool,Bay Area,New Orleans area,2031.0,2034.0,2034.0,parent,homeschool,18770948.23629686,19139156.24786059,514448.04000000004,514448.04000000004,False
Bay Area -> Spain | move-2031 | buy-2034 | parent | homeschool,Bay Area,Spain,2031.0,2034.0,2034.0,parent,homeschool,18403739.810752798,19120439.129803084,514448.04000000004,514448.04000000004,False
Miami area -> Southern France | move-2031 | rent-forever | parent | homeschool,Miami area,Southern France,2031.0,,,parent,homeschool,19115381.942716707,19115381.942716707,525126.24,525126.24,False
Bay Area -> Japan | move-2031 | buy-2034 | parent | homeschool,Bay Area,Japan,2031.0,2034.0,2034.0,parent,homeschool,18316886.26154168,19104174.830174398,514448.04000000004,514448.04000000004,False
Midwest (Kansas City) -> Miami area | move-2031 | buy-2034 | parent | homeschool,Midwest (Kansas City),Miami area,2031.0,2034.0,2034.0,parent,homeschool,18073906.26211453,19092880.47442965,549984.0,549984.0,False
Miami area | no-move | buy-2034 | parent | private,Miami area,Miami area,,2034.0,2034.0,parent,private,18073287.27183014,19092261.48414526,525126.24,525126.24,False
Miami area -> Spain | move-2031 | rent-forever | parent | homeschool,Miami area,Spain,2031.0,,,parent,homeschool,19084018.568707243,19084018.568707243,525126.24,525126.24,False
Spain -> Miami area | move-2031 | rent-forever | daycare | private,Spain,Miami area,2031.0,,,daycare,private,19068233.013355847,19068233.013355847,555067.32,555067.32,False
Spain -> Midwest (Kansas City) | move-2031 | rent-forever | parent | homeschool,Spain,Midwest (Kansas City),2031.0,,,parent,homeschool,19048446.751253977,19048446.751253977,555067.32,555067.32,False
Southern France -> Miami area | move-2031 | rent-forever | daycare | private,Southern France,Miami area,2031.0,,,daycare,private,19044152.08431762,19044152.08431762,554511.36,554511.36,False
Southern France -> Midwest (Kansas City) | move-2031 | rent-forever | parent | homeschool,Southern France,Midwest (Kansas City),2031.0,,,parent,homeschool,19036881.662158478,19036881.662158478,554511.36,554511.36,False
Bay Area -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | homeschool,Bay Area,Midwest (Kansas City),2031.0,2034.0,2034.0,parent,homeschool,18523039.08269097,19036593.118333835,514448.04000000004,514448.04000000004,False
New Orleans area -> Miami area | move-2031 | buy-2034 | parent | homeschool,New Orleans area,Miami area,2031.0,2034.0,2034.0,parent,homeschool,17973806.958697833,18992781.171012953,545172.0,545172.0,False
Bay Area -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | homeschool,Bay Area,Midwest (Kansas City),2031.0,,,daycare,homeschool,18953166.14613078,18953166.14613078,514448.04000000004,514448.04000000004,False
Midwest (Kansas City) | no-move | rent-forever | parent | homeschool,Midwest (Kansas City),Midwest (Kansas City),,,,parent,homeschool,18942703.44471945,18942703.44471945,549984.0,549984.0,False
Midwest (Kansas City) -> Miami area | move-2031 | rent-forever | daycare | private,Midwest (Kansas City),Miami area,2031.0,,,daycare,private,18934253.44480169,18934253.44480169,549984.0,549984.0,False
Bay Area -> Miami area | move-2031 | buy-2034 | daycare | homeschool,Bay Area,Miami area,2031.0,2034.0,2034.0,daycare,homeschool,17903556.16578004,18922530.37809516,514448.04000000004,514448.04000000004,False
Bay Area -> Southern France | move-2031 | buy-2034 | parent | homeschool,Bay Area,Southern France,2031.0,2034.0,2034.0,parent,homeschool,17959536.24157938,18922493.170736454,514448.04000000004,514448.04000000004,False
Bay Area -> Southern France | move-2031 | rent-forever | parent | homeschool,Bay Area,Southern France,2031.0,,,parent,homeschool,18893253.85008492,18893253.85008492,514448.04000000004,514448.04000000004,False
"China, Jingzhou -> New Orleans area | move-2031 | rent-forever | parent | homeschool","China, Jingzhou",New Orleans area,2031.0,,,parent,homeschool,18878284.272761524,18878284.272761524,565646.64,565646.64,False
Bay Area -> Miami area | move-2031 | buy-2034 | parent | private,Bay Area,Miami area,2031.0,2034.0,2034.0,parent,private,17851159.17919835,18870133.39151347,514448.04000000004,514448.04000000004,False
Bay Area -> Spain | move-2031 | rent-forever | parent | homeschool,Bay Area,Spain,2031.0,,,parent,homeschool,18861890.47607545,18861890.47607545,514448.04000000004,514448.04000000004,False
New Orleans area -> Midwest (Kansas City) | move-2031 | rent-forever | parent | homeschool,New Orleans area,Midwest (Kansas City),2031.0,,,parent,homeschool,18842604.141302753,18842604.141302753,545172.0,545172.0,False
Vietnam -> New Orleans area | move-2031 | rent-forever | parent | homeschool,Vietnam,New Orleans area,2031.0,,,parent,homeschool,18832271.044335593,18832271.044335593,563434.68,563434.68,False
New Orleans area -> Miami area | move-2031 | rent-forever | daycare | private,New Orleans area,Miami area,2031.0,,,daycare,private,18812429.86978941,18812429.86978941,545172.0,545172.0,False
Japan -> New Orleans area | move-2031 | rent-forever | parent | homeschool,Japan,New Orleans area,2031.0,,,parent,homeschool,18785888.372096546,18785888.372096546,561204.96,561204.96,False
Miami area -> New Orleans area | move-2031 | rent-forever | daycare | homeschool,Miami area,New Orleans area,2031.0,,,daycare,homeschool,18736214.50680783,18736214.50680783,525126.24,525126.24,False
Spain -> New Orleans area | move-2031 | rent-forever | parent | homeschool,Spain,New Orleans area,2031.0,,,parent,homeschool,18658213.083521634,18658213.083521634,555067.32,555067.32,False
Southern France -> New Orleans area | move-2031 | rent-forever | parent | homeschool,Southern France,New Orleans area,2031.0,,,parent,homeschool,18646647.99442614,18646647.99442614,554511.36,554511.36,False
Miami area | no-move | buy-2034 | parent | homeschool,Miami area,Miami area,,2034.0,2034.0,parent,homeschool,17556814.7283449,18575788.94066002,525126.24,525126.24,False
Midwest (Kansas City) -> New Orleans area | move-2031 | rent-forever | parent | homeschool,Midwest (Kansas City),New Orleans area,2031.0,,,parent,homeschool,18552469.776987106,18552469.776987106,549984.0,549984.0,False
"China, Jingzhou -> Bay Area | move-2031 | buy-2034 | daycare | private","China, Jingzhou",Bay Area,2031.0,2034.0,2034.0,daycare,private,15922536.507478941,18466451.198252957,565646.64,565646.64,False
Bay Area -> New Orleans area | move-2031 | rent-forever | daycare | homeschool,Bay Area,New Orleans area,2031.0,,,daycare,homeschool,18456772.31295948,18456772.31295948,514448.04000000004,514448.04000000004,False
New Orleans area | no-move | rent-forever | parent | homeschool,New Orleans area,New Orleans area,,,,parent,homeschool,18452370.473570406,18452370.473570406,545172.0,545172.0,False
Miami area -> Midwest (Kansas City) | move-2031 | rent-forever | parent | homeschool,Miami area,Midwest (Kansas City),2031.0,,,parent,homeschool,18425611.910949815,18425611.910949815,525126.24,525126.24,False
Vietnam -> Bay Area | move-2031 | buy-2034 | daycare | private,Vietnam,Bay Area,2031.0,2034.0,2034.0,daycare,private,15876949.05920261,18420863.749976628,563434.68,563434.68,False
Miami area | no-move | rent-forever | daycare | private,Miami area,Miami area,,,,daycare,private,18380160.96712862,18380160.96712862,525126.24,525126.24,False
Japan -> Bay Area | move-2031 | buy-2034 | daycare | private,Japan,Bay Area,2031.0,2034.0,2034.0,daycare,private,15820306.732573243,18364221.42334726,561204.96,561204.96,False
Bay Area -> Miami area | move-2031 | buy-2034 | parent | homeschool,Bay Area,Miami area,2031.0,2034.0,2034.0,parent,homeschool,17334686.63571312,18353660.84802824,514448.04000000004,514448.04000000004,False
Spain -> Bay Area | move-2031 | buy-2034 | daycare | private,Spain,Bay Area,2031.0,2034.0,2034.0,daycare,private,15691026.157994678,18234940.848768696,555067.32,555067.32,False
Southern France -> Bay Area | move-2031 | buy-2034 | daycare | private,Southern France,Bay Area,2031.0,2034.0,2034.0,daycare,private,15666945.22895645,18210859.919730466,554511.36,554511.36,False
Bay Area -> Midwest (Kansas City) | move-2031 | rent-forever | parent | homeschool,Bay Area,Midwest (Kansas City),2031.0,,,parent,homeschool,18203483.818318024,18203483.818318024,514448.04000000004,514448.04000000004,False
"China, Jingzhou -> Miami area | move-2031 | rent-forever | daycare | homeschool","China, Jingzhou",Miami area,2031.0,,,daycare,homeschool,18109781.05943276,18109781.05943276,565646.64,565646.64,False
Midwest (Kansas City) -> Bay Area | move-2031 | buy-2034 | daycare | private,Midwest (Kansas City),Bay Area,2031.0,2034.0,2034.0,daycare,private,15557046.589440517,18100961.280214533,549984.0,549984.0,False
Bay Area -> Miami area | move-2031 | rent-forever | daycare | private,Bay Area,Miami area,2031.0,,,daycare,private,18100718.773280274,18100718.773280274,514448.04000000004,514448.04000000004,False
